chunk_id,title,source_url,length,normalized_length,semantic_category,pattern_family,flags_text,text
v35_p0319_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 319,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,36,36,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,วิตักกะปฐมฌาน เว้นวิจารที่เกิดขึ้นใน
v35_p0330_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 330,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,1,1,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,า
v35_p0331_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 331,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,40,40,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,้ว ได้สั่งสมไว้แล้วนั้นแล ประกอบด้วยวิตก
v35_p0340_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 340,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,16,15,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,า เมตตา เป็นไฉน
v35_p0354_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 354,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,4,4,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ขาบท
v35_p0370_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 370,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,44,42,suspected_fragment,trailing_fragment,contains_newline|no_clean_sentence_end|chunk_index_gt_zero,คือ ๑. อัตถปฏิสัมภิทา ๒. นิรุตติปฏิสัมภิทา
v35_p0385_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 385,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,34,33,meaningful_structural,section_heading,contains_structure_keyword|looks_like_verse_or_formula|contains_newline|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ถุหมวดละ ๗ ย่อมมี ด้วยประการฉะนี้
v35_p0392_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 392,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,23,23,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,๔ ชื่อว่า อคันถนิยปัญญา
v35_p0406_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 406,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,24,23,suspected_fragment,trailing_fragment,contains_newline|no_clean_sentence_end|chunk_index_gt_zero,ญา ๖ คือ ๑. อิทธิวิธญาณ
v35_p0410_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 410,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,16,16,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,เป็นฐานะที่มีได้
v35_p0414_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 414,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,19,19,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ู้มีธุลีคือกิเลสมาก
v35_p0430_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 430,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,9,9,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่าเสมอเขา
v35_p0502_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 502,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,31,31,suspected_fragment,trailing_fragment,contains_newline|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ก็มี ไม่นับเนื่องใน รูปธาตุก็มี
v35_p0504_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 504,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,48,48,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,สัตว์บางพวก อายตนะ ๗ ย่อมเกิดปรากฏแก่สัตว์บางพวก
v35_p0508_c003,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 508,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,21,21,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ปรากฏแก่สัตว์เหล่านี้
v35_p0512_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 512,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,42,41,suspected_fragment,trailing_fragment,contains_newline|no_clean_sentence_end|chunk_index_gt_zero,ขณะที่เกิด ขันธ์ ๔ เหล่านี้ ย่อมเกิดปรากฏ
v35_p0515_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 515,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,45,44,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่างปีมนุษย์ มีประมาณเท่าไร มีประมาณ ๙ ล้านปี
v35_p0522_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 522,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,45,45,suspected_fragment,trailing_fragment,contains_newline|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ณารัมมณธรรม ก็มีเป็นอนารัมมณา- รัมมณธรรม ก็มี
v35_p0525_c002,พระไตรปิฎก เล่ม 35 (พระอภิธรรมปิฎก ธัมมสังคณี-วิภังค์) หน้า 525,http://www.learntripitaka.com/TPD/Tripitaka-Thai/35.zip,43,43,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ัมมายตนะสัมปยุตด้วยสุขเวทนาก็มี สัมปยุตด้วย
v36_p0067_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 67,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,18,18,meaningful_structural,verse_or_formula_line,looks_like_verse_or_formula|no_clean_sentence_end|chunk_index_gt_zero,๒ อายตนะ ๑๐ธาตุ ๑๐
v36_p0108_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 108,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,48,48,suspected_fragment,trailing_fragment,contains_newline|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,คลใด มีไม่ก่อนไม่หลังกัน บุคคลนี้เรียกว่า สมสีสี
v36_p0121_c003,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 121,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,13,13,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,ไปตั้งไว้แล้ว
v36_p0142_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 142,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,46,46,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ประกอบด้วยมโนกรรมที่มีโทษ นี้เรียกว่าคนมีที่ติ
v36_p0151_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 151,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,45,45,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,บด้วยห้วงน้ำ ๔ จำพวกเหล่านี้ มีปรากฏอยู่ในโลก
v36_p0157_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 157,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,29,29,meaningful_structural,verse_or_formula_line,looks_like_verse_or_formula|starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,้ ของหอม เครื่องลูบไล้ ที่นอน
v36_p0171_c002,พระไตรปิฎก เล่ม 36 (พระอภิธรรมปิฎก ธาตุกถา-บุคคลบัญญัติ) หน้า 171,http://www.learntripitaka.com/TPD/Tripitaka-Thai/36.zip,43,43,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,้มีสุตะน้อย แต่ได้ประโยชน์เพราะสุตะ เป็นไฉน
v37_p0005_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 5,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,15,15,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,บุคคล โดยสัจฉิ-
v37_p0018_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 18,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,20,20,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ัตถปรมัตถ์ แต่ไม่พึง
v37_p0029_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 29,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,46,45,meaningful_content,other,contains_newline|chunk_index_gt_zero,บุคคลอื่นจากวิญญาณหรือ ฯลฯ วิญญาณในบุคคลหรือ?
v37_p0056_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 56,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,46,45,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,่า ข้าพเจ้าหยั่งเห็น บุคคลโดยสัจฉิกัตถปรมัตถ์
v37_p0057_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 57,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,21,21,meaningful_content,other,chunk_index_gt_zero,มีอยู่จริง มิใช่หรือ?
v37_p0084_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 84,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,14,14,meaningful_content,other,chunk_index_gt_zero,ป็นบุคคล หรือ?
v37_p0090_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 90,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,45,43,meaningful_structural,section_closure,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,ูญโดยตนหรือโดยของที่เนื่องกับตน โสตะสูญ ฯลฯ
v37_p0187_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 187,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,31,31,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,งที่ไม่ใช่อนาคตเป็นอนาคต ก็ต้อง
v37_p0229_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 229,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,30,30,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,กกะคืออสุจิของพระอรหันต์มีอยู่
v37_p0237_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 237,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,5,5,suspected_fragment,leading_fragment,starts_with_dependent_mark|ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ีอยู่
v37_p0242_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 242,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,17,15,suspected_fragment,trailing_fragment,contains_newline|no_clean_sentence_end|chunk_index_gt_zero,รือ? ป. ถูกแล้ว
v37_p0277_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 277,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,16,16,meaningful_content,other,chunk_index_gt_zero,จนตลอดอายุ หรือ?
v37_p0282_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 282,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,20,20,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ษณะไม่น่าพึงใจ มิได้
v37_p0302_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 302,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,40,40,meaningful_content,other,chunk_index_gt_zero,มื่อตรัสโลกุตตรธรรม ก็เป็นโลกุตตระ หรือ?
v37_p0344_c001,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 344,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,8,8,meaningful_structural,section_closure,chunk_index_gt_zero,นั้น ฯลฯ
v37_p0508_c001,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 508,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,20,20,meaningful_structural,section_closure,starts_with_dependent_mark|chunk_index_gt_zero,ึงกล่าวอย่างนั้น ฯลฯ
v37_p0691_c001,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 691,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,27,27,meaningful_content,other,chunk_index_gt_zero,อัทธาส่วนอนาคต เป็น ๕ หรือ?
v37_p0781_c001,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 781,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,41,39,meaningful_content,other,contains_newline|chunk_index_gt_zero,ป. ถูกแล้ว ส. อสังขตะเป็น ๕ อย่าง หรือ?
v37_p0804_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 804,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,20,20,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ีเปลวเป็นอันเดียวกัน
v37_p0831_c002,พระไตรปิฎก เล่ม 37 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๑) หน้า 831,http://www.learntripitaka.com/TPD/Tripitaka-Thai/37.zip,9,9,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,. ถูกแล้ว
v38_p0004_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 4,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,15,15,meaningful_content,other,chunk_index_gt_zero,อัพยากตมูลหรือ?
v38_p0011_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 11,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,14,12,meaningful_content,other,contains_newline|chunk_index_gt_zero,ศล? ถูกแล้ว.
v38_p0015_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 15,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,42,41,meaningful_content,other,contains_newline|chunk_index_gt_zero,อนอกนั้น ไม่ใช่มูลที่เรียกว่า อัพยากตมูล.
v38_p0016_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 16,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,39,38,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,ูลอย่างเดียวกัน โดยเป็นอัพยากตมูลหรือ?
v38_p0017_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 17,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,21,21,meaningful_content,other,chunk_index_gt_zero,ทั้งหมด เป็นอัพยากฤต?
v38_p0060_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 60,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,31,29,meaningful_content,other,contains_newline|chunk_index_gt_zero,ดขึ้นแล้วในภูมินั้น. ถูกแล้ว.
v38_p0066_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 66,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,47,47,meaningful_content,other,chunk_index_gt_zero,ไม่เคยดับไปแล้ว และเวทนาขันธ์ก็ไม่เคยดับไปแล้ว.
v38_p0080_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 80,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,41,40,meaningful_content,other,contains_newline|chunk_index_gt_zero,องสัตว์นั้นใน ภูมินั้น ย่อมไม่ดับไปหรือ?
v38_p0109_c001,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 109,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,12,12,meaningful_content,other,chunk_index_gt_zero,ลังเกิดอยู่.
v38_p0134_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 134,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,36,35,meaningful_content,other,contains_newline|chunk_index_gt_zero,จักเกิดขึ้นแก่สัตว์นั้น ในภูมินั้น.
v38_p0136_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 136,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,47,44,meaningful_content,other,contains_newline|chunk_index_gt_zero,ตนะจักไม่เกิดขึ้นแก่สัตว์นั้น หรือ? ถูกแล้ว.
v38_p0155_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 155,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,32,32,meaningful_content,other,chunk_index_gt_zero,ซึ่งมีฆานะ ที่กำลังเกิดขึ้นอยู่.
v38_p0156_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 156,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,37,37,meaningful_content,other,chunk_index_gt_zero,ธัมมายตนะจักเกิดขึ้นแก่สัตว์นั้นหรือ?
v38_p0162_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 162,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,45,45,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,าถึงรูปาวจรภูมิ อรูปาวจรภูมิ แล้วจักปรินิพพาน
v38_p0163_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 163,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,37,37,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,นั้นก็หาไม่ มนายตนะจักไม่เกิดขึ้น และ
v38_p0172_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 172,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,14,12,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,้น. ถูกแล้ว.
v38_p0185_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 185,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,35,34,meaningful_content,other,contains_newline|chunk_index_gt_zero,ย่อม ดับไป และฆานายตนะก็ย่อมดับไป.
v38_p0188_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 188,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,13,12,suspected_fragment,leading_fragment,contains_newline|starts_with_dependent_mark|chunk_index_gt_zero,่ดับ ไปหรือ?
v38_p0192_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 192,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,30,30,meaningful_content,other,chunk_index_gt_zero,๕๖] จักขายตนะในภูมิใดจักดับไป.
v38_p0194_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 194,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,8,8,meaningful_content,other,chunk_index_gt_zero,ถูกแล้ว.
v38_p0198_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 198,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,48,45,meaningful_content,other,contains_newline|chunk_index_gt_zero,ของสัตว์นั้น ในภูมินั้น จักไม่ดับไป. ถูกแล้ว.
v38_p0206_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 206,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,49,48,meaningful_content,other,contains_newline|chunk_index_gt_zero,ตว์ ไม่เคย ดับไปแล้ว และจักขายตนะก็ย่อมไม่ดับไป.
v38_p0242_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 242,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,35,32,meaningful_content,other,contains_newline|chunk_index_gt_zero,ดขึ้นแล้วแก่สัตว์ นั้น? ถูกแล้ว.
v38_p0281_c001,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 281,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,46,46,meaningful_content,other,chunk_index_gt_zero,ฆานะ ชิวหา กายะ รูปะ สัททะ คันธะ รสะ โผฏฐัพพะ.
v38_p0310_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 310,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,49,47,meaningful_content,other,contains_newline|chunk_index_gt_zero,ห่งตัณหา [๘๘๐] ทุกขสัจย่อมเกิดขึ้นในภูมิใด ฯลฯ.
v38_p0314_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 314,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,6,6,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,นั้นก็
v38_p0315_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 315,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,45,45,suspected_fragment,trailing_fragment,ends_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ทุกขสัจย่อมเกิดขึ้นและมัคคสัจก็จักเกิดขึ้นแก่
v38_p0322_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 322,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,45,43,meaningful_content,other,contains_newline|chunk_index_gt_zero,. หรือว่า มัคคสัจจักเกิดขึ้นแก่สัตว์ใด ฯลฯ?
v38_p0338_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 338,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,45,45,suspected_fragment,trailing_fragment,no_clean_sentence_end|chunk_index_gt_zero,สัจของสัตว์เหล่านั้น จักดับไปก็หาไม่ สมุทยสัจ
v38_p0348_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 348,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,7,7,meaningful_content,other,chunk_index_gt_zero,ไปหรือ?
v38_p0371_c001,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 371,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,39,35,meaningful_structural,section_closure,contains_newline|no_clean_sentence_end|chunk_index_gt_zero,สวาร จบ. ปัณณัตติวาร จบ. ----------
v38_p0372_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 372,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,6,6,suspected_fragment,leading_fragment,starts_with_dependent_mark|chunk_index_gt_zero,์นั้น.
v38_p0391_c003,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 391,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,48,48,suspected_fragment,leading_fragment,starts_with_dependent_mark|no_clean_sentence_end|chunk_index_gt_zero,ีวิตกไม่มีวิจารเกิดขึ้น ในลำดับแห่งจิตใด ผู้เข้า
v38_p0395_c002,พระไตรปิฎก เล่ม 38 (พระอภิธรรมปิฎก กถาวัตถุ ภาค ๒) หน้า 395,http://www.learntripitaka.com/TPD/Tripitaka-Thai/38.zip,24,24,meaningful_content,other,chunk_index_gt_zero,สัตว์นั้นในภูมินั้นหรือ?
